Series Name,Region,Country Name,Дружественная страна?,2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],Представительство McKinsey,Представительство Bain,Представительство BCG,Представительство Deloitte,Представительство PricewaterhouseCoopers,Представительство Ernst & Young,Представительство KPMG,Country Code
"Services, value added (% of GDP)",,Guyana,,"45,95423501","44,71326904","38,92003293","30,83203858",..,,,,,,,,GUY
"Services, value added (% of GDP)",,Haiti,,"53,49124797","54,36406952","53,92041991","51,74259923","48,16746537",,,,,,,,HTI
"Services, value added (% of GDP)",,Honduras,,"57,33899847","57,6646761","58,34181273","56,96488385","56,38440988",,,,,,,,HND
"Services, value added (% of GDP)",Восточная Азия,"Hong Kong SAR, China",Да,"88,69723065","90,00689626","89,42750803","89,68755296",..,,Есть,,,,,,HKG
"Services, value added (% of GDP)",,Hungary,,"55,88362197","56,41880165","56,62680971","56,89600224","56,41245405",,,,,,,,HUN
"Services, value added (% of GDP)",,Iceland,,"65,35102492","65,99345547","65,2096802","64,82028105","64,39712547",,,,,,,,ISL
"Services, value added (% of GDP)",Южная Азия,India,Да,"48,43156632","50,08495785","48,06810349","47,94435219","48,58282463",Есть,Есть,Есть,Есть,Есть,Есть,Есть,IND
"Services, value added (% of GDP)",Юго-Восточная Азия,Indonesia,Да,"43,40483731","44,22074584","44,41343995","42,82261888","41,79085399",Есть,Есть,Есть,,,,,IDN
"Services, value added (% of GDP)",Ближний Восток,"Iran, Islamic Rep.",Да,"48,58771671","50,12337526","49,19528089","47,32897704","46,93987079",,,,,,,,IRN
"Services, value added (% of GDP)",Ближний Восток,Iraq,Да,"44,19118005","44,42410918","54,81964865","43,46714765","34,78876319",,,,,,,,IRQ
"Services, value added (% of GDP)",,Ireland,,"56,12317997","57,46129875","55,99052579","55,36427388","52,30012346",,,,,,,,IRL
"Services, value added (% of GDP)",,Isle of Man,,"93,41501712","93,93396296","91,77203657",..,..,,,,,,,,IMN
"Services, value added (% of GDP)",Ближний Восток,Israel,Да,"70,48372502","70,91960901","71,81574649","72,44853741",..,,,,,,Есть,Есть,ISR
"Services, value added (% of GDP)",,Italy,,"66,34046167","66,2531597","66,89635687","64,99108283","64,79331993",,,,,,,,ITA
"Services, value added (% of GDP)",Южная Америка,Jamaica,Да,"59,24920003","59,81085398","59,73960409","58,2235516","58,32848884",,,,,,,Есть,JAM
"Services, value added (% of GDP)",,Japan,,"69,40312786","69,62767166","69,47746764","69,89424247",..,,,,,,,,JPN
"Services, value added (% of GDP)",Ближний Восток,Jordan,Да,"60,4766452","61,22297054","62,03345768","61,66184071","61,18914082",,,,Есть,Есть,Есть,Есть,JOR
"Services, value added (% of GDP)",Центральная Азия,Kazakhstan,Да,"55,45473227","55,52825593","56,10278089","53,91935702","52,60665886",Есть,,,Есть,Есть,Есть,Есть,KAZ
"Services, value added (% of GDP)",Африка,Kenya,Да,"56,01895098","55,95986297","53,97743552","55,12144422","55,05813736",Есть,,Есть,Есть,Есть,Есть,Есть,KEN
"Services, value added (% of GDP)",,Kiribati,,"64,12193916","69,17674603","69,18496124",..,..,,,,,,,,KIR
"Services, value added (% of GDP)",Восточная Азия,"Korea, Dem. People's Rep.",Да,..,..,..,..,..,,,,,,,,PRK
"Services, value added (% of GDP)",,"Korea, Rep.",,"55,69169325","57,24215056","57,00752121","56,97549016","58,24294126",,,,,,,,KOR
"Services, value added (% of GDP)",,Kosovo,,"46,19864046","46,43394464","47,63788539","45,87213295","44,85738731",,,,,,,,XKX
"Services, value added (% of GDP)",Ближний Восток,Kuwait,Да,"51,91745518","54,72286249","69,05806173",..,..,Есть,,,,,,Есть,KWT
"Services, value added (% of GDP)",Центральная Азия,Kyrgyz Republic,Да,"49,76769697","49,85169666","49,79521296","50,35986529","52,06804195",,Есть,,Есть,Есть,Есть,Есть,KGZ
"Services, value added (% of GDP)",,Lao PDR,,"41,60838243","41,51435229","41,04989934","38,84870559","41,24952942",,,,,,,Есть,LAO
"Services, value added (% of GDP)",,Latvia,,"64,55376147","64,08591057","63,42233267","63,46797428","62,08008688",,,,,,,,LVA
"Services, value added (% of GDP)",,Lebanon,,"76,99080551","79,31264288","87,4214493","94,14833473",..,,,,,,,Есть,LBN
"Services, value added (% of GDP)",Африка,Lesotho,Да,"52,4296654","53,48852807","52,46335394","55,09294996","49,59564964",,,,,,,,LSO
"Services, value added (% of GDP)",,Liberia,,"42,93735268","41,35125459","41,60401252","37,73154745","37,21525751",,,,,,,,LBR
"Services, value added (% of GDP)",,Libya,,"54,4802477","55,76518942","93,6283571","25,92489584","25,4693938",,,,,,,,LBY
"Services, value added (% of GDP)",,Liechtenstein,,"54,14234636","52,15590019","56,14732291",..,..,,,,,,,,LIE
"Services, value added (% of GDP)",,Lithuania,,"61,4231642","61,49340346","61,28194469","60,7697787","59,61796329",,,,,,,,LTU
"Services, value added (% of GDP)",,Luxembourg,,"79,65419964","78,97568599","79,77624978","79,32443708","78,42340974",,,,,,,,LUX
"Services, value added (% of GDP)",,"Macao SAR, China",,"94,2912905","93,67764236","88,67447726","94,1751639",..,,,,,,,,MAC
"Services, value added (% of GDP)",Африка,Madagascar,Да,"48,73939758","49,80339892","50,39299476","49,54174577","47,98662022",,,,,,,,MDG
"Services, value added (% of GDP)",,Malawi,,"53,44515018","52,41667947","53,33376123","54,04263087","54,91226316",,,,,,,,MWI
"Services, value added (% of GDP)",Юго-Восточная Азия,Malaysia,Да,"52,99104779","54,15479305","54,76324482","51,55167911","50,81928414",Есть,,Есть,,,Есть,Есть,MYS
"Services, value added (% of GDP)",Южная Азия,Maldives,Да,"68,29979713","70,62806385","70,69839521","73,24853137",..,,,,,,Есть,Есть,MDV
"Services, value added (% of GDP)",,Mali,,"33,94837767","33,497004","34,42646454","35,4011532","35,64092363",,,,,,,,MLI
"Services, value added (% of GDP)",,Malta,,"76,14640564","76,65398196","76,73519917","77,73955789","78,80790543",,,,,,,,MLT
"Services, value added (% of GDP)",,Marshall Islands,,"72,249753","69,5050202","68,47015419","65,27700879",..,,,,,,,,MHL
"Services, value added (% of GDP)",,Mauritania,,"43,43037141","42,13219154","40,67924691","40,38900292","39,7652279",,,,,,,,MRT
"Services, value added (% of GDP)",Африка,Mauritius,Да,"66,90371105","67,41781031","68,02735646","66,90582828","65,78929359",,,,,,,Есть,MUS
"Services, value added (% of GDP)",Латинская Америка,Mexico,Да,"59,92756969","59,98140542","60,12605967","59,16068268","58,76841895",Есть,Есть,Есть,,,,Есть,MEX
"Services, value added (% of GDP)",,"Micronesia, Fed. Sts.",,"66,76452726","66,13764563","67,13465686","66,65092522","66,80999851",,,,,,,,FSM
"Services, value added (% of GDP)",Восточная  Европа,Moldova,Да,"53,93379139","54,67795953","54,09472253","54,64164096","58,0309586",,,,Есть,Есть,Есть,Есть,MDA
"Services, value added (% of GDP)",,Monaco,,"79,93401074","78,44115284","76,63457953","80,08530545",..,,,,,,,,MCO
"Services, value added (% of GDP)",Восточная Азия,Mongolia,Да,"39,79770942","39,74061923","40,4904558","39,64490792","38,85990664",,,,,,Есть,Есть,MNG
"Services, value added (% of GDP)",,Montenegro,,"59,17002099","58,72446711","57,99604296","59,86178729","60,69879369",,,,,,,,MNE
"Services, value added (% of GDP)",Африка,Morocco,Да,"53,07081357","53,4781213","53,19809896","51,55487582","52,30477436",Есть,,Есть,,,Есть,,MAR
"Services, value added (% of GDP)",Африка,Mozambique,Да,"40,00111702","40,98601969","41,51994424","40,0814679",..,,,,,,,Есть,MOZ
"Services, value added (% of GDP)",Юго-Восточная Азия,Myanmar,Да,"40,25444468","40,68517837","40,48703848","41,51495131","38,59040926",,,,,,,Есть,MMR
"Services, value added (% of GDP)",Африка,Namibia,Да,"57,84543803","58,43045349","58,77462056","57,68870886","55,52292926",,,,Есть,,Есть,Есть,NAM
"Services, value added (% of GDP)",,Nauru,,..,..,..,..,..,,,,,,,,NRU
"Services, value added (% of GDP)",,Nepal,,"51,59044347","52,02271626","53,93884674","51,53723277","52,28446045",,,,,,,,NPL
"Services, value added (% of GDP)",,Netherlands,,"70,03244241","69,96685341","69,63403764","69,40792781","68,84207797",,,,,,,,NLD
"Services, value added (% of GDP)",,New Caledonia,,..,"65,19405941",..,..,..,,,,,,,,NCL
"Services, value added (% of GDP)",,New Zealand,,"65,63215351","65,57241217","66,66697174",..,..,,,,,,,,NZL
"Services, value added (% of GDP)",,Nicaragua,,"51,01109762","50,46788742","49,08462431","46,48499369","46,27069293",,,,,,,,NIC
"Services, value added (% of GDP)",,Niger,,"36,62087102","36,67265908","36,09417722","37,05371933",..,,,,,,,,NER
"Services, value added (% of GDP)",,Nigeria,,"52,01705093","49,7302169","46,38612747","43,78839186","44,0357677",Есть,,Есть,,,,,NGA
"Services, value added (% of GDP)",,North Macedonia,,"54,3216751","54,99499771","56,55532661","56,85419725","58,80052306",,,,,,,,MKD
"Services, value added (% of GDP)",,Northern Mariana Islands,,..,..,..,..,..,,,,,,,,MNP
"Services, value added (% of GDP)",,Norway,,"54,57404711","57,31028928","59,60411085","51,81011107","42,14938196",,,,,,,,NOR
"Services, value added (% of GDP)",Ближний Восток,Oman,Да,"47,50682128","50,67344017","55,02413263","50,5264141","44,4832795",,,,,,Есть,Есть,OMN
"Services, value added (% of GDP)",Ближний Восток,Pakistan,Да,"52,93231582","53,62048263","53,68028071","52,1098013","51,54517989",Есть,,,,,Есть,Есть,PAK
"Services, value added (% of GDP)",,Palau,,"78,30817831","76,90928648","74,23580786","73,23232323",..,,,,,,,,PLW
"Services, value added (% of GDP)",,Panama,,"66,00757924","66,20501382","71,23809965","68,11864379","68,1480128",Есть,,Есть,,,,Есть,PAN
"Services, value added (% of GDP)",,Papua New Guinea,,"41,6473438","41,83542205","44,03108114",..,..,,,,,,,,PNG
"Services, value added (% of GDP)",,Paraguay,,"48,87927447","49,55860957","48,15463005","46,99224629","48,3097156",,,,,,,,PRY
"Services, value added (% of GDP)",Латинская Америка,Peru,Да,"53,53819363","54,39156203","54,31208779","49,43828767",..,Есть,,Есть,,,,Есть,PER
"Services, value added (% of GDP)",Юго-Восточная Азия,Philippines,Да,"59,78611949","60,85216837","61,41477138","61,04102686","61,22441299",Есть,Есть,Есть,,,Есть,Есть,PHL
"Services, value added (% of GDP)",,Poland,,"56,40995135","56,88400921","57,16430705","56,90002241","56,82302032",,,,,,,,POL
"Services, value added (% of GDP)",,Portugal,,"65,15521883","65,62641557","65,58349407","64,66773563","65,50200611",,,,,,,,PRT
"Services, value added (% of GDP)",,Puerto Rico,,"49,08947375","47,78352536","49,57990282","50,12752788","52,55009926",,,,,,,,PRI
"Services, value added (% of GDP)",,Qatar,,"43,09241676","46,45452824","52,74386804","44,75195196","38,25551932",Есть,Есть,,,,,Есть,QAT
"Services, value added (% of GDP)",,Romania,,"56,96217103","58,45451744","59,97603068","59,12678802","57,45082294",,,,,,,,ROU
"Services, value added (% of GDP)",,Russian Federation,,"53,42880552","54,17294421","56,3729429","54,09964147","53,97625194",,,,,,,,RUS
"Services, value added (% of GDP)",,Rwanda,,"49,69866","49,11505157","46,59195487","47,74656284","46,49382832",,,,,,,Есть,RWA
"Services, value added (% of GDP)",,Samoa,,"69,57417527","68,97954168","69,44452965","69,78817763","70,53201236",,,,,,,,WSM
"Services, value added (% of GDP)",,San Marino,,"56,33581629","58,08912903","57,91416593","56,50541159",..,,,,,,,,SMR
"Services, value added (% of GDP)",,Sao Tome and Principe,,"72,39093456","72,66578368","71,01689288","72,24555465","74,31260811",,,,,,,,STP
"Services, value added (% of GDP)",Ближний Восток,Saudi Arabia,Да,"45,7152358","48,46878171","53,31028762","46,51605095","39,19894247",Есть,Есть,,,,,Есть,SAU
"Services, value added (% of GDP)",,Senegal,,"52,17278851","50,95479294","50,52479493","50,50701429","49,7083478",,,,,,,Есть,SEN
"Services, value added (% of GDP)",Восточная  Европа,Serbia,Да,"51,00973358","51,16743427","51,85589768","51,38802081","52,41401963",Есть,,Есть,Есть,Есть,Есть,Есть,SRB
"Services, value added (% of GDP)",Африка,Seychelles,Да,"66,59527564","67,80708672","65,64483574","67,3254191","66,27887858",,,,,,,,SYC
"Services, value added (% of GDP)",,Sierra Leone,,"32,34662868","32,8039068","30,98335844","32,32502247",..,,,,,,,,SLE
"Services, value added (% of GDP)",,Singapore,,"69,35513696","70,87329253","72,01600529","70,27758331","70,8533099",,,,,,,Есть,SGP
"Services, value added (% of GDP)",,Sint Maarten (Dutch part),,..,..,..,..,..,,,,,,,,SXM
"Services, value added (% of GDP)",,Slovak Republic,,"58,13933406","57,92910132","59,75717304","57,63097987","58,31153215",,,,,,,,SVK
"Services, value added (% of GDP)",,Slovenia,,"56,55818085","56,42431422","57,07946979","57,70800023","57,76882677",,,,,,,,SVN
"Services, value added (% of GDP)",,Solomon Islands,,"48,15405811","49,17183013","48,63596735",..,..,,,,,,,,SLB
"Services, value added (% of GDP)",,Somalia,,..,..,..,..,..,,,,,,,,SOM
"Services, value added (% of GDP)",Африка,South Africa,Да,"64,19098995","64,26872263","64,71675925","63,0181785","62,61212487",Есть,Есть,Есть,,,,,ZAF
"Services, value added (% of GDP)",,South Sudan,,..,..,..,..,..,,,,,,,,SSD
"Services, value added (% of GDP)",,Spain,,"67,87181888","68,18451514","68,23779125","67,42597623","67,74490094",,,,,,,,ESP
"Services, value added (% of GDP)",Южная Азия,Sri Lanka,Да,"53,63732211","55,74585876","57,73909193","55,63574282","56,10902658",Есть,,,Есть,Есть,Есть,Есть,LKA
"Services, value added (% of GDP)",,St. Kitts and Nevis,,"63,29938886","62,77388857","64,14134435","64,68755916","68,0739481",,,,,,,,KNA
"Services, value added (% of GDP)",,St. Lucia,,"75,58560343","76,64609235","72,16114531","72,16406797","70,2510579",,,,,,,,LCA
"Services, value added (% of GDP)",,St. Martin (French part),,..,..,..,..,..,,,,,,,,MAF
"Services, value added (% of GDP)",,St. Vincent and the Grenadines,,"63,45574092","64,3873667","63,30514987","63,7363745","64,13329048",,,,,,,,VCT
"Services, value added (% of GDP)",,Sudan,,"51,29476492","37,63562782","36,24335233","9,685485514","6,448067658",,,,,,,,SDN
"Services, value added (% of GDP)",,Suriname,,"50,82929941","55,37784588","51,8874187","51,74353731",..,,,,,,,,SUR
"Services, value added (% of GDP)",,Sweden,,"65,22629262","65,51512104","65,84370307","64,97374607","63,86536302",,,,,,,,SWE
"Services, value added (% of GDP)",,Switzerland,,"72,06351529","71,86188459","71,76339406","71,92333801","72,38673",,,,,,,,CHE
"Services, value added (% of GDP)",Ближний Восток,Syrian Arab Republic,Да,"42,4941672","43,34290835","41,27361331",..,..,,,,,,Есть,,SYR
"Services, value added (% of GDP)",Центральная Азия,Tajikistan,Да,"36,74598082","37,0798561","35,25214303","33,37557865",..,,Есть,,Есть,Есть,,,TJK
"Services, value added (% of GDP)",Африка,Tanzania,Да,"37,24279887","36,83250439","34,23747298","32,55197161","30,63729282",,,,,,,,TZA
"Services, value added (% of GDP)",Юго-Восточная Азия,Thailand,Да,"57,05569107","58,27752145","58,00858379","56,30428593","56,18307038",,Есть,Есть,,Есть,Есть,Есть,THA
"Services, value added (% of GDP)",,Timor-Leste,,"67,77028584","55,52027368","48,59076373","30,52629134",..,,,,,,,,TLS
"Services, value added (% of GDP)",,Togo,,"50,53210999","51,23761937","51,40498081","51,08845818","51,33625627",,,,,,,,TGO
"Services, value added (% of GDP)",,Tonga,,"50,52444814","49,2671987","50,90369944","49,65991868",..,,,,,,,,TON
"Services, value added (% of GDP)",,Trinidad and Tobago,,"57,23713781","60,21258468","63,63589702","54,02331742",..,,,,,,,,TTO
"Services, value added (% of GDP)",Африка,Tunisia,Да,"59,45896819","59,94171871","60,18465228","60,13807388","60,32300366",,,,,,Есть,,TUN
"Services, value added (% of GDP)",Ближний Восток,Turkiye,Да,"54,46559761","56,36296509","54,20272159","52,7538952","51,19712186",Есть,Есть,Есть,Есть,Есть,Есть,Есть,TUR
"Services, value added (% of GDP)",Центральная Азия,Turkmenistan,Да,"44,05203289","48,26744028",..,..,..,,,,,,,,TKM
"Services, value added (% of GDP)",,Turks and Caicos Islands,,"76,79670277","75,41445531","72,70369453","67,14705608",..,,,,,,,,TCA
"Services, value added (% of GDP)",,Tuvalu,,..,..,..,..,..,,,,,,,,TUV
"Services, value added (% of GDP)",,Uganda,,"43,338893","42,99811105","42,83800409","41,84638583","41,58519672",,,,,,,Есть,UGA
"Services, value added (% of GDP)",,Ukraine,,"51,33230271","54,48551971","55,79001645","51,90540042","60,77066045",,,,,,,,UKR
"Services, value added (% of GDP)",,United Arab Emirates,,"52,36957841","54,72877176","56,86206621","51,60249327",..,Есть,Есть,Есть,,,,Есть,ARE
"Services, value added (% of GDP)",,United Kingdom,,"70,92013108","71,08988415","72,59885077","71,60294523","70,95395944",,,,,,,,GBR
"Services, value added (% of GDP)",,United States,,"76,73553862","77,18111416","78,13748641","77,59921031",..,,,,,,,,USA
"Services, value added (% of GDP)",Латинская Америка,Uruguay,Да,"64,97116134","65,05780348","64,52119126","61,99061167","63,17341244",Есть,,,,,,Есть,URY
"Services, value added (% of GDP)",Центральная Азия,Uzbekistan,Да,"34,59284067","35,12648961","35,64165102","35,54812806",..,,,Есть,Есть,Есть,Есть,Есть,UZB
"Services, value added (% of GDP)",,Vanuatu,,"59,79339499",..,..,..,..,,,,,,,,VUT
"Services, value added (% of GDP)",Латинская Америка,"Venezuela, RB",Да,..,..,..,..,..,,,,,,Есть,Есть,VEN
"Services, value added (% of GDP)",Юго-Восточная Азия,Vietnam,Да,"42,17091294","42,46873054","41,83116027","41,20786819","41,33622368",Есть,Есть,Есть,Есть,Есть,Есть,Есть,VNM
"Services, value added (% of GDP)",,Virgin Islands (U.S.),,..,..,..,..,..,,,,,,,,VIR
"Services, value added (% of GDP)",,West Bank and Gaza,,"59,97751373","61,10952228","60,55164599","60,07510078",..,,,,,,,,PSE
"Services, value added (% of GDP)",,"Yemen, Rep.",,"24,99408633",..,..,..,..,,,,,,,,YEM
"Services, value added (% of GDP)",,Zambia,,"54,24454286","54,6037591","53,61637699","49,88415782","57,98837212",,,,,,,Есть,ZMB
"Services, value added (% of GDP)",Африка,Zimbabwe,Да,"55,98476773","52,6772989","52,89257356","56,63987005",..,,,,,,Есть,Есть,ZWE
"Services, value added (% of GDP)",,Africa Eastern and Southern,,"53,37181982","52,50707479","51,67698666","50,22536591","48,80298904",,,,,,,,AFE
"Services, value added (% of GDP)",,Africa Western and Central,,"49,15473172","48,13209443","46,56508684","44,97173983","44,41480157",,,,,,,,AFW
"Services, value added (% of GDP)",,Arab World,,"48,95359379","50,47992043","55,05170272","48,36275238","42,76355382",,,,,,,,ARB
"Services, value added (% of GDP)",,Caribbean small states,,"61,870354","63,01334198","63,60597829","58,53573311",..,,,,,,,,CSS
"Services, value added (% of GDP)",,Central Europe and the Baltics,,"57,27232369","57,806676","58,53306821","58,32446919","57,66626211",,,,,,,,CEB
"Services, value added (% of GDP)",,Early-demographic dividend,,"56,1910792","57,15047821","57,10828833","55,45199752","54,51865612",,,,,,,,EAR
"Services, value added (% of GDP)",,East Asia & Pacific,,"57,82561777","58,51087512","58,40619283","57,29588365","58,19710827",,,,,,,,EAS
"Services, value added (% of GDP)",,East Asia & Pacific (excluding high income),,"52,55537243","53,50812916","53,69720455","52,70306156","51,94422875",,,,,,,,EAP
"Services, value added (% of GDP)",,East Asia & Pacific (IDA & IBRD countries),,"52,57996264","53,53319724","53,72236895","52,72776776","51,96857203",,,,,,,,TEA
"Services, value added (% of GDP)",,Euro area,,"65,86330675","65,97950275","66,44210862","65,68467134","65,36523421",,,,,,,,EMU
"Services, value added (% of GDP)",,Europe & Central Asia,,"64,1638175","64,43515302","65,15978968","64,06384502","63,10783759",,,,,,,,ECS
"Services, value added (% of GDP)",,Europe & Central Asia (excluding high income),,"52,96880323","54,0201149","54,72696194","52,85803063","52,5505372",,,,,,,,ECA
"Services, value added (% of GDP)",,Europe & Central Asia (IDA & IBRD countries),,"53,80453649","54,78036625","55,52549388","53,96007041","53,49850306",,,,,,,,TEC
"Services, value added (% of GDP)",,European Union,,"65,04393625","65,18762422","65,65463611","64,98099087","64,55302711",,,,,,,,EUU
"Services, value added (% of GDP)",,Fragile and conflict affected situations,,..,..,..,..,..,,,,,,,,FCS
"Services, value added (% of GDP)",,Heavily indebted poor countries (HIPC),,"44,83635072","44,3109072","44,01955029","42,12799829","40,26723708",,,,,,,,HPC
"Services, value added (% of GDP)",,High income,,"69,55011753","70,15405409","71,02472498","69,97365449",..,,,,,,,,HIC
"Services, value added (% of GDP)",,IBRD only,,"55,43111718","56,28416788","56,2600446","54,77226131","54,24398036",,,,,,,,IBD
"Services, value added (% of GDP)",,IDA & IBRD total,,"54,93361897","55,67401841","55,58404683","54,15895322","53,60780082",,,,,,,,IBT
"Services, value added (% of GDP)",,IDA blend,,"51,55009021","50,61448186","49,26504886","47,88870282","47,7104896",,,,,,,,IDB
"Services, value added (% of GDP)",,IDA only,,"46,37873541","46,14855941","45,9672095","44,81326426","43,66279231",,,,,,,,IDX
"Services, value added (% of GDP)",,IDA total,,"48,65650781","48,0833924","47,32315635","46,0803464","45,32638725",,,,,,,,IDA
"Services, value added (% of GDP)",,Late-demographic dividend,,"54,39772412","55,2997912","55,48400765","53,98586576","53,13445508",,,,,,,,LTE
"Services, value added (% of GDP)",,Latin America & Caribbean,,"67,57313236","67,84687769","67,32867145","64,56013678","64,8392845",,,,,,,,LCN
"Services, value added (% of GDP)",,Latin America & Caribbean (excluding high income),,"60,09222911","60,33902504","59,90550838","57,38833323","57,66944817",,,,,,,,LAC
"Services, value added (% of GDP)",,Latin America & the Caribbean (IDA & IBRD countries),,"67,83466907","68,15569595","67,45352741","64,5851387","64,80787386",,,,,,,,TLA
"Services, value added (% of GDP)",,Least developed countries: UN classification,,"44,88144097","44,46059402","44,41891549","42,91457713","42,34288256",,,,,,,,LDC
"Services, value added (% of GDP)",,Low & middle income,,"53,24333463","53,96783187","53,89016593","52,49578052","51,96515798",,,,,,,,LMY
"Services, value added (% of GDP)",,Low income,,"39,80165715","39,03666908","38,372458","35,20329024","33,76136368",,,,,,,,LIC
"Services, value added (% of GDP)",,Lower middle income,,"49,78397611","50,56815488","49,67904288","48,93306651","49,10983928",,,,,,,,LMC
"Services, value added (% of GDP)",,Middle East & North Africa,,"51,40122181","53,11997649","57,21006567","52,14185758","47,44870174",,,,,,,,MEA
"Services, value added (% of GDP)",,Middle East & North Africa (excluding high income),,"50,31333111","50,84694223","54,26838446","49,11447461","46,97524072",,,,,,,,MNA
"Services, value added (% of GDP)",,Middle East & North Africa (IDA & IBRD countries),,"50,1996561","50,72057856","54,19150569","48,98050866","46,8174717",,,,,,,,TMN
"Services, value added (% of GDP)",,Middle income,,"53,42059741","54,17189044","54,10661774","52,71468712","52,20801444",,,,,,,,MIC
"Services, value added (% of GDP)",,North America,,"75,97494406","76,468083","77,65381552","76,57878203",..,,,,,,,,NAC
"Services, value added (% of GDP)",,Not classified,,..,..,..,..,..,,,,,,,,INX
"Services, value added (% of GDP)",,OECD members,,"69,80888388","70,33399893","71,06859884","70,19117574",..,,,,,,,,OED
"Services, value added (% of GDP)",,Other small states,,"52,40559128","54,26634259","57,96552129","53,19714136","48,33966276",,,,,,,,OSS
"Services, value added (% of GDP)",,Pacific island small states,,"56,58619751","56,41474039","55,83553291","54,15402135","53,4366905",,,,,,,,PSS
"Services, value added (% of GDP)",,Post-demographic dividend,,"70,78618904","71,29914039","72,06747269","71,21707592",..,,,,,,,,PST
"Services, value added (% of GDP)",,Pre-demographic dividend,,"47,63526678","46,67576449","46,97875596","43,25886123","41,24890329",,,,,,,,PRE
"Services, value added (% of GDP)",,Small states,,"53,85270909","55,60888508","58,75089248","53,99911782","49,09947193",,,,,,,,SST
"Services, value added (% of GDP)",,South Asia,,"49,35891686","50,67913626","49,26976156","48,87160258","49,2812395",,,,,,,,SAS
"Services, value added (% of GDP)",,South Asia (IDA & IBRD),,"49,35891686","50,67913626","49,26976156","48,87160258","49,2812395",,,,,,,,TSA
"Services, value added (% of GDP)",,Sub-Saharan Africa,,"51,54322396","50,53085597","49,32945085","47,91926986","46,90950851",,,,,,,,SSF
"Services, value added (% of GDP)",,Sub-Saharan Africa (excluding high income),,"51,52973948","50,51524834","49,31819614","47,90631531","46,89418041",,,,,,,,SSA
"Services, value added (% of GDP)",,Sub-Saharan Africa (IDA & IBRD countries),,"51,54322396","50,53085597","49,32945085","47,91926986","46,90950851",,,,,,,,TSS
"Services, value added (% of GDP)",,Upper middle income,,"54,40769001","55,17116726","55,33178154","53,72221793","53,0477681",,,,,,,,UMC
"Services, value added (% of GDP)",,World,,"64,14002732","64,73703045","65,29560748","63,89367955",..,,,,,,,,WLD
Trade (% of GDP),Южная Азия,Afghanistan,Да,..,..,..,..,..,,,,,,,,AFG
Trade (% of GDP),,Albania,,"76,80818413","76,27919465","59,82972943","76,01798211","85,30531372",,,,,,Есть,,ALB
Trade (% of GDP),Африка,Algeria,Да,"58,06549177","51,80958365","45,33051088","53,19525219","54,11598832",,,,,,Есть,Есть,DZA
Trade (% of GDP),,American Samoa,,"171,8309859","156,568779","156,0055866","149,2242595",..,,,,,,,,ASM
Trade (% of GDP),,Andorra,,..,..,..,..,..,,,,,,,,AND
Trade (% of GDP),,Angola,,"66,37801333","57,82953812","55,37581627","62,05552055",..,Есть,,,,,Есть,Есть,AGO
Trade (% of GDP),,Antigua and Barbuda,,"135,1629678","140,4194699","88,5482906",..,..,,,,,,,,ATG
Trade (% of GDP),Латинская Америка,Argentina,Да,"30,76253595","32,63061505","30,21979989","32,97948189","32,07632777",Есть,,Есть,,,Есть,Есть,ARG
Trade (% of GDP),Закавказье,Armenia,Да,"92,47310702","96,11415413","69,48880754","79,16676339","98,42674716",,,,Есть,Есть,Есть,Есть,ARM
Trade (% of GDP),,Aruba,,"145,2132844","145,3438537","116,5727958","137,1643399",..,,,,,,Есть,,ABW
Trade (% of GDP),,Australia,,"43,38954812","45,8267257","44,23343408","39,87004541","45,75390496",,,,,,,,AUS
Trade (% of GDP),,Austria,,"107,9236395","107,8859975","100,2236312","111,2222921","120,1282423",,,,,,,,AUT
Trade (% of GDP),Закавказье,Azerbaijan,Да,"91,67257654","85,81814541","72,01786765","76,28686569","87,07775332",,,,Есть,Есть,Есть,Есть,AZE
Trade (% of GDP),,"Bahamas, The",,"76,17278877","72,39924342","59,03676214","67,75824977","80,19678385",,,,,,Есть,Есть,BHS
Trade (% of GDP),Ближний Восток,Bahrain,Да,"150,8060546","141,700835","140,2180124","159,8130485",..,Есть,,,Есть,Есть,Есть,Есть,BHR
Trade (% of GDP),,Bangladesh,,"32,51463172","31,57805128","26,27144738","27,7240047","33,77996727",,,,,,Есть,Есть,BGD
Trade (% of GDP),,Barbados,,"75,46372938","74,45273982","66,53752301","70,84623643",..,,,,,,Есть,Есть,BRB
Trade (% of GDP),Восточная  Европа,Belarus,Да,"139,3933944","130,8501321","118,9338837","136,0144506","121,5828691",,,,,,Есть,Есть,BLR
Trade (% of GDP),,Belgium,,"166,4947871","164,1662494","157,1803464","172,6024639","193,074225",,,,,,,,BEL
Trade (% of GDP),,Belize,,"99,71922246","100,9310987","80,36057692","96,58840056","102,1434362",,,,,,,,BLZ
Trade (% of GDP),,Benin,,"61,79519449","63,68133231","44,83323338","48,05486083","50,93352007",,,,,,,,BEN
Trade (% of GDP),,Bermuda,,"77,55527038","77,56010165","69,19588038","74,08940397","78,28620621",,,,,,Есть,Есть,BMU
Trade (% of GDP),,Bhutan,,"84,18701163","82,12860548","75,92107014","84,5616007",..,,,,,,,,BTN
Trade (% of GDP),,Bolivia,,"57,10996461","56,39730673","45,50326262","59,01833387",..,,,,,,Есть,Есть,BOL
